622.05,NaN,NaN,NaN,1108.4,698.23,830.34,783.74,NaN,NaN,830.34,NaN,NaN,NaN,NaN,1174.3,1759.4,NaN,659.04,NaN,NaN,879.72,NaN,698.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1864.1,NaN,NaN,NaN,NaN,NaN,987.45,932.03,2792.9,NaN,NaN,1974.9,987.45,NaN,NaN,1046.2,415.17,698.23,698.23
622.05,NaN,NaN,NaN,1396.5,1174.3,2092.3,NaN,NaN,NaN,879.72,NaN,NaN,NaN,NaN,NaN,1759.4,NaN,NaN,NaN,NaN,NaN,NaN,523.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,739.75,NaN,NaN,NaN,NaN,NaN,5585.8,2488.2,3321.4,NaN,1244.1,NaN,1244.1,NaN,NaN,NaN,2792.9,932.03,1244.1
622.05,NaN,NaN,1108.4,1318.1,739.75,NaN,987.45,NaN,NaN,1046.2,554.19,NaN,NaN,NaN,2959,1396.5,NaN,1174.3,NaN,NaN,1244.1,NaN,554.19,587.14,698.23,NaN,NaN,NaN,NaN,739.75,NaN,739.75,2636.2,NaN,NaN,NaN,369.88,NaN,1479.5,739.75,1864.1,NaN,1318.1,1108.4,3135,NaN,NaN,523.08,739.75,622.05,622.05
659.04,NaN,NaN,NaN,1567.5,698.23,587.14,NaN,NaN,NaN,1759.4,554.19,NaN,NaN,NaN,1479.5,739.75,NaN,739.75,NaN,NaN,1396.5,NaN,523.08,587.14,554.19,NaN,NaN,NaN,NaN,1318.1,NaN,783.74,3135,NaN,NaN,439.86,329.52,NaN,2348.6,698.23,4184.7,NaN,1244.1,466.01,3135,NaN,NaN,879.72,879.72,587.14,622.05
622.05,NaN,NaN,1046.2,1864.1,830.34,NaN,879.72,NaN,NaN,830.34,622.05,NaN,NaN,NaN,2348.6,1864.1,NaN,1244.1,NaN,NaN,932.03,NaN,523.08,587.14,NaN,NaN,NaN,NaN,NaN,2092.3,NaN,783.74,2488.2,NaN,NaN,415.17,NaN,NaN,4184.7,783.74,1108.4,NaN,2092.3,439.86,1396.5,NaN,NaN,1318.1,523.08,698.23,622.05
587.14,NaN,NaN,1108.4,1174.3,698.23,1567.5,698.23,NaN,NaN,659.04,523.08,NaN,NaN,NaN,1759.4,1660.7,NaN,1108.4,NaN,NaN,987.45,NaN,493.72,587.14,783.74,NaN,NaN,NaN,NaN,1864.1,NaN,659.04,2636.2,NaN,NaN,NaN,349.12,NaN,14912,4433.5,3949.8,NaN,5272.3,369.88,7037.7,NaN,NaN,19906,587.14,783.74,587.14
587.14,NaN,NaN,987.45,1567.5,659.04,783.74,783.74,NaN,NaN,698.23,659.04,NaN,NaN,NaN,NaN,1759.4,NaN,1108.4,NaN,NaN,987.45,NaN,493.72,622.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1974.9,NaN,NaN,369.88,493.72,NaN,1864.1,523.08,2792.9,NaN,6642.7,311.03,1108.4,NaN,NaN,4976.4,830.34,879.72,622.05
622.05,NaN,NaN,932.03,1244.1,879.72,1244.1,739.75,NaN,NaN,3135,659.04,NaN,NaN,NaN,1108.4,1660.7,554.19,1046.2,NaN,NaN,879.72,NaN,493.72,554.19,698.23,NaN,NaN,NaN,NaN,739.75,NaN,830.34,4433.5,NaN,NaN,NaN,659.04,NaN,3518.9,739.75,3518.9,NaN,7037.7,622.05,3949.8,NaN,NaN,739.75,830.34,698.23,659.04
622.05,NaN,NaN,830.34,1864.1,659.04,1244.1,NaN,NaN,NaN,1108.4,659.04,NaN,NaN,NaN,1244.1,1660.7,554.19,698.23,NaN,NaN,1244.1,NaN,493.72,523.08,659.04,NaN,NaN,1396.5,NaN,1396.5,NaN,783.74,2348.6,NaN,NaN,NaN,391.87,NaN,5272.3,554.19,2792.9,NaN,6642.7,466.01,1479.5,NaN,NaN,1046.2,987.45,659.04,622.05
587.14,NaN,NaN,987.45,932.03,659.04,830.34,NaN,NaN,NaN,1046.2,554.19,NaN,NaN,NaN,1479.5,879.72,NaN,1046.2,NaN,NaN,739.75,NaN,493.72,554.19,739.75,NaN,NaN,NaN,NaN,1567.5,NaN,554.19,2348.6,NaN,NaN,NaN,466.01,NaN,5918,879.72,2636.2,NaN,2959,439.86,7037.7,NaN,NaN,783.74,783.74,739.75,587.14
698.23,NaN,NaN,987.45,1108.4,659.04,987.45,659.04,NaN,NaN,1174.3,659.04,NaN,NaN,NaN,1974.9,1479.5,554.19,1046.2,NaN,NaN,932.03,329.52,523.08,587.14,739.75,NaN,NaN,NaN,NaN,NaN,NaN,783.74,2348.6,NaN,NaN,NaN,466.01,NaN,6269.9,2488.2,1759.4,NaN,1660.7,391.87,2348.6,NaN,NaN,659.04,659.04,698.23,622.05
622.05,NaN,NaN,1046.2,1046.2,879.72,932.03,493.72,NaN,NaN,879.72,739.75,NaN,NaN,NaN,NaN,1660.7,NaN,1046.2,NaN,NaN,659.04,NaN,587.14,523.08,659.04,NaN,NaN,659.04,NaN,1046.2,NaN,879.72,1864.1,NaN,NaN,NaN,391.87,NaN,1759.4,2092.3,2216.7,NaN,2636.2,830.34,4184.7,NaN,NaN,1046.2,659.04,698.23,587.14
587.14,NaN,NaN,830.34,1660.7,698.23,1174.3,659.04,NaN,NaN,1318.1,698.23,NaN,NaN,NaN,739.75,1759.4,NaN,1046.2,NaN,NaN,830.34,NaN,523.08,622.05,698.23,NaN,NaN,NaN,NaN,698.23,NaN,879.72,1567.5,NaN,NaN,415.17,439.86,NaN,1479.5,1479.5,2959,NaN,1974.9,2216.7,2216.7,NaN,NaN,622.05,987.45,739.75,659.04
439.86,NaN,NaN,783.74,1108.4,698.23,932.03,NaN,NaN,NaN,830.34,554.19,NaN,NaN,NaN,NaN,1660.7,NaN,1046.2,NaN,NaN,879.72,NaN,587.14,523.08,739.75,NaN,NaN,NaN,NaN,554.19,NaN,830.34,1660.7,NaN,NaN,NaN,439.86,NaN,1174.3,987.45,5585.8,NaN,1174.3,2348.6,4433.5,NaN,NaN,659.04,698.23,698.23,622.05
493.72,NaN,NaN,987.45,1567.5,739.75,NaN,NaN,NaN,NaN,1974.9,698.23,NaN,NaN,NaN,1318.1,1759.4,466.01,830.34,NaN,NaN,1244.1,NaN,554.19,587.14,879.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3728.1,NaN,NaN,415.17,415.17,NaN,9394.2,739.75,2348.6,NaN,1046.2,587.14,1567.5,NaN,NaN,1660.7,493.72,698.23,622.05
NaN,NaN,NaN,1046.2,1567.5,698.23,NaN,NaN,NaN,NaN,932.03,698.23,NaN,NaN,NaN,NaN,1108.4,415.17,987.45,NaN,NaN,739.75,NaN,493.72,587.14,739.75,NaN,NaN,NaN,NaN,NaN,NaN,739.75,3321.4,NaN,NaN,NaN,391.87,NaN,4184.7,1244.1,2092.3,NaN,7456.2,587.14,5585.8,NaN,NaN,1864.1,493.72,739.75,587.14
587.14,NaN,NaN,879.72,1567.5,659.04,622.05,NaN,NaN,NaN,830.34,622.05,NaN,NaN,NaN,1174.3,1660.7,554.19,987.45,NaN,NaN,830.34,311.03,523.08,622.05,622.05,NaN,NaN,NaN,NaN,1318.1,NaN,NaN,2488.2,NaN,NaN,439.86,439.86,NaN,5585.8,987.45,1974.9,NaN,1396.5,830.34,5918,NaN,NaN,659.04,932.03,739.75,622.05
587.14,NaN,NaN,879.72,1174.3,659.04,622.05,NaN,NaN,NaN,783.74,659.04,NaN,NaN,NaN,1244.1,1244.1,NaN,698.23,NaN,NaN,1108.4,NaN,493.72,554.19,698.23,NaN,NaN,NaN,NaN,1396.5,NaN,739.75,2216.7,NaN,NaN,NaN,415.17,NaN,987.45,1174.3,3321.4,NaN,879.72,932.03,4184.7,NaN,NaN,783.74,2959,739.75,659.04
415.17,NaN,NaN,879.72,879.72,698.23,NaN,NaN,NaN,NaN,879.72,622.05,NaN,NaN,NaN,NaN,698.23,NaN,659.04,NaN,NaN,739.75,NaN,554.19,587.14,NaN,NaN,NaN,NaN,NaN,879.72,NaN,783.74,1046.2,NaN,NaN,311.03,622.05,NaN,987.45,1396.5,783.74,NaN,739.75,987.45,1759.4,NaN,NaN,622.05,493.72,659.04,622.05
554.19,NaN,NaN,879.72,987.45,698.23,1174.3,NaN,NaN,NaN,932.03,554.19,NaN,NaN,NaN,1974.9,1174.3,277.09,NaN,NaN,NaN,1318.1,NaN,439.86,523.08,698.23,NaN,NaN,NaN,1974.9,932.03,NaN,523.08,2348.6,NaN,NaN,NaN,493.72,NaN,1759.4,2636.2,3949.8,NaN,5272.3,554.19,2792.9,NaN,NaN,2636.2,415.17,879.72,622.05
622.05,NaN,NaN,1046.2,932.03,783.74,1108.4,523.08,NaN,NaN,1479.5,554.19,NaN,NaN,NaN,1567.5,1174.3,587.14,987.45,NaN,NaN,1174.3,NaN,466.01,523.08,622.05,NaN,NaN,NaN,1974.9,1396.5,NaN,659.04,3728.1,NaN,NaN,293.57,493.72,NaN,2636.2,1174.3,4433.5,NaN,1759.4,493.72,2216.7,NaN,NaN,1174.3,587.14,698.23,622.05
739.75,NaN,NaN,830.34,1244.1,879.72,1174.3,830.34,NaN,NaN,1759.4,659.04,NaN,NaN,NaN,830.34,1479.5,NaN,659.04,NaN,NaN,879.72,NaN,466.01,554.19,659.04,NaN,NaN,1396.5,NaN,1318.1,NaN,NaN,3949.8,NaN,NaN,NaN,311.03,NaN,1759.4,1108.4,3321.4,NaN,1396.5,466.01,3728.1,NaN,NaN,1244.1,523.08,739.75,698.23
783.74,NaN,NaN,987.45,879.72,698.23,1174.3,NaN,NaN,NaN,1046.2,587.14,NaN,NaN,NaN,1567.5,1318.1,NaN,NaN,NaN,NaN,1244.1,NaN,466.01,554.19,622.05,NaN,NaN,1479.5,2092.3,1396.5,NaN,NaN,3135,NaN,NaN,NaN,439.86,NaN,7037.7,1318.1,7456.2,NaN,1567.5,879.72,3518.9,NaN,NaN,698.23,523.08,987.45,622.05
NaN,NaN,NaN,NaN,987.45,987.45,NaN,554.19,NaN,NaN,1974.9,622.05,NaN,NaN,NaN,1244.1,1660.7,NaN,NaN,NaN,NaN,987.45,NaN,523.08,587.14,NaN,NaN,NaN,NaN,2092.3,1864.1,NaN,932.03,2216.7,NaN,NaN,830.34,349.12,NaN,1396.5,830.34,1479.5,NaN,2636.2,1046.2,1396.5,NaN,NaN,1318.1,587.14,698.23,698.23
NaN,NaN,NaN,NaN,1108.4,879.72,659.04,493.72,NaN,NaN,783.74,622.05,NaN,NaN,NaN,1396.5,1567.5,NaN,1108.4,NaN,NaN,932.03,NaN,587.14,587.14,NaN,NaN,NaN,1108.4,1759.4,587.14,NaN,622.05,2348.6,NaN,NaN,NaN,391.87,NaN,18788,19906,2636.2,NaN,1479.5,1567.5,2348.6,NaN,NaN,415.17,932.03,659.04,659.04
NaN,NaN,NaN,NaN,1108.4,1174.3,987.45,554.19,NaN,NaN,1479.5,783.74,NaN,NaN,NaN,1244.1,1660.7,261.54,NaN,NaN,NaN,1046.2,NaN,622.05,554.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,622.05,2216.7,NaN,NaN,NaN,466.01,NaN,14912,26571,2959,NaN,1660.7,739.75,1864.1,NaN,NaN,2348.6,493.72,659.04,698.23
466.01,NaN,NaN,NaN,1046.2,783.74,879.72,554.19,NaN,NaN,2959,587.14,NaN,NaN,NaN,1244.1,1567.5,NaN,NaN,NaN,NaN,987.45,NaN,554.19,554.19,NaN,NaN,NaN,NaN,1046.2,1660.7,NaN,659.04,1660.7,NaN,NaN,NaN,391.87,NaN,13285,2092.3,2216.7,NaN,1479.5,622.05,3321.4,NaN,NaN,554.19,1108.4,659.04,698.23
NaN,NaN,NaN,NaN,1244.1,932.03,932.03,NaN,NaN,NaN,1567.5,622.05,NaN,NaN,NaN,1318.1,1660.7,277.09,NaN,NaN,NaN,1046.2,NaN,587.14,554.19,NaN,NaN,NaN,1396.5,NaN,1174.3,NaN,1108.4,2488.2,NaN,NaN,NaN,391.87,NaN,2348.6,25080,1864.1,NaN,1864.1,739.75,1974.9,NaN,NaN,493.72,659.04,622.05,698.23
329.52,NaN,NaN,NaN,879.72,698.23,1108.4,NaN,NaN,NaN,1174.3,622.05,NaN,NaN,NaN,1108.4,1396.5,NaN,NaN,NaN,NaN,1046.2,NaN,554.19,587.14,NaN,NaN,NaN,NaN,NaN,2092.3,NaN,NaN,1759.4,NaN,NaN,587.14,466.01,NaN,1660.7,1174.3,2792.9,NaN,1567.5,1974.9,1864.1,NaN,NaN,783.74,523.08,1108.4,659.04
523.08,NaN,NaN,587.14,1046.2,698.23,1046.2,698.23,NaN,NaN,1046.2,554.19,NaN,NaN,NaN,1244.1,1660.7,554.19,NaN,NaN,NaN,1108.4,NaN,554.19,554.19,622.05,NaN,NaN,1108.4,NaN,1244.1,NaN,783.74,1864.1,NaN,NaN,783.74,466.01,NaN,2216.7,783.74,3135,NaN,783.74,739.75,2092.3,NaN,NaN,879.72,659.04,932.03,622.05
587.14,NaN,NaN,2216.7,932.03,659.04,1396.5,NaN,NaN,NaN,1318.1,587.14,NaN,NaN,NaN,1318.1,1567.5,NaN,1244.1,NaN,NaN,1108.4,NaN,622.05,587.14,783.74,NaN,NaN,830.34,1108.4,1660.7,NaN,NaN,1660.7,NaN,NaN,554.19,415.17,NaN,1974.9,739.75,4184.7,NaN,1174.3,739.75,2348.6,NaN,NaN,622.05,739.75,622.05,587.14
493.72,NaN,NaN,1660.7,1108.4,932.03,932.03,739.75,NaN,NaN,1660.7,659.04,NaN,NaN,NaN,1864.1,1318.1,830.34,830.34,NaN,NaN,879.72,NaN,493.72,554.19,NaN,NaN,NaN,NaN,1759.4,1174.3,NaN,783.74,1864.1,NaN,NaN,NaN,391.87,NaN,1479.5,1108.4,1759.4,NaN,5272.3,554.19,2216.7,NaN,NaN,622.05,554.19,622.05,587.14
587.14,NaN,NaN,1046.2,1396.5,1174.3,1974.9,466.01,NaN,NaN,1567.5,739.75,NaN,NaN,NaN,1396.5,1567.5,987.45,1108.4,NaN,NaN,1318.1,NaN,554.19,587.14,587.14,NaN,NaN,NaN,1567.5,1318.1,NaN,NaN,2216.7,NaN,NaN,NaN,349.12,NaN,1567.5,1759.4,5272.3,NaN,1046.2,698.23,2636.2,NaN,NaN,1046.2,587.14,659.04,659.04
493.72,NaN,NaN,1046.2,1174.3,1046.2,1244.1,NaN,NaN,NaN,1759.4,554.19,NaN,NaN,NaN,1318.1,1318.1,415.17,932.03,NaN,NaN,932.03,NaN,523.08,587.14,587.14,NaN,NaN,1046.2,1567.5,3321.4,NaN,932.03,1759.4,NaN,NaN,329.52,1046.2,NaN,1567.5,1244.1,2348.6,NaN,1660.7,739.75,2488.2,NaN,NaN,987.45,622.05,783.74,622.05
523.08,NaN,NaN,NaN,932.03,698.23,987.45,NaN,NaN,NaN,1244.1,698.23,NaN,NaN,NaN,1660.7,1244.1,NaN,NaN,NaN,NaN,987.45,NaN,493.72,587.14,622.05,NaN,NaN,622.05,NaN,1479.5,NaN,1108.4,2636.2,NaN,NaN,NaN,391.87,NaN,1108.4,987.45,1396.5,NaN,739.75,1174.3,2959,NaN,NaN,698.23,369.88,622.05,587.14
587.14,NaN,NaN,1046.2,1244.1,739.75,1244.1,879.72,NaN,NaN,1660.7,587.14,NaN,NaN,NaN,1318.1,1567.5,NaN,830.34,NaN,NaN,1174.3,329.52,493.72,554.19,622.05,NaN,NaN,739.75,NaN,2216.7,NaN,NaN,5585.8,NaN,261.54,NaN,523.08,NaN,1567.5,1974.9,1974.9,NaN,1974.9,523.08,2092.3,NaN,NaN,554.19,830.34,739.75,622.05
554.19,NaN,NaN,1046.2,1567.5,987.45,987.45,NaN,NaN,NaN,987.45,659.04,NaN,NaN,NaN,1396.5,1174.3,523.08,1108.4,NaN,NaN,1479.5,NaN,554.19,554.19,698.23,NaN,NaN,1479.5,1396.5,1244.1,NaN,659.04,1567.5,NaN,NaN,415.17,554.19,NaN,1174.3,1479.5,3135,NaN,739.75,622.05,2092.3,NaN,NaN,1108.4,1174.3,783.74,739.75
554.19,NaN,NaN,1174.3,1318.1,783.74,1046.2,554.19,NaN,NaN,1108.4,622.05,NaN,NaN,NaN,1318.1,1174.3,523.08,932.03,NaN,NaN,1174.3,NaN,554.19,554.19,587.14,NaN,NaN,987.45,1567.5,987.45,NaN,NaN,2092.3,NaN,NaN,369.88,415.17,NaN,1660.7,2216.7,2959,NaN,1174.3,622.05,3518.9,NaN,NaN,830.34,622.05,879.72,587.14
622.05,NaN,NaN,3949.8,1759.4,739.75,932.03,830.34,NaN,NaN,2636.2,554.19,NaN,NaN,NaN,2488.2,1318.1,659.04,1567.5,NaN,NaN,1108.4,349.12,587.14,554.19,587.14,NaN,NaN,830.34,1567.5,1174.3,NaN,NaN,2216.7,NaN,NaN,NaN,415.17,NaN,1864.1,1974.9,3949.8,NaN,987.45,932.03,3728.1,NaN,NaN,3321.4,554.19,879.72,587.14
554.19,NaN,NaN,932.03,1396.5,739.75,1174.3,NaN,NaN,NaN,659.04,659.04,NaN,NaN,NaN,1660.7,1759.4,879.72,1046.2,587.14,NaN,1318.1,NaN,523.08,587.14,NaN,NaN,NaN,NaN,1567.5,1567.5,NaN,NaN,1974.9,NaN,NaN,NaN,329.52,NaN,1974.9,4976.4,4433.5,NaN,5585.8,1479.5,2216.7,NaN,NaN,3135,523.08,987.45,739.75
523.08,NaN,NaN,987.45,1318.1,879.72,987.45,NaN,NaN,NaN,1974.9,659.04,NaN,NaN,NaN,3728.1,1479.5,587.14,879.72,NaN,NaN,1108.4,NaN,493.72,554.19,659.04,NaN,NaN,NaN,2488.2,1567.5,NaN,NaN,2092.3,NaN,NaN,349.12,587.14,NaN,4697.1,3949.8,1660.7,NaN,5272.3,554.19,2092.3,NaN,NaN,659.04,659.04,783.74,622.05
