445.71,5.0286,2.9714,118.17,0,0,0.68571,14.743,4.4571,8.8,2.6286,4.2286,23.771
527.39,9.1429,3.6571,118.86,0,1.219,3.6571,3.8095,5.181,9.1429,6.4,0.15238,17.676
253.14,9.2571,1.6,115.16,0,0.64762,1.8667,21.676,10.019,6.781,5.5619,3.0476,6.1333
934.78,15.647,0.23529,198.43,0,1.2549,7.0588,36.941,13.216,18.902,3.8431,1.2549,25.255
252.92,3.16,0.84,179.64,0,1.28,0.08,6.4,6.72,6,11.08,11.6,1.92
959.52,13.12,2.56,1602.4,0,5.12,7.04,28.96,15.2,19.84,46.72,16.48,25.92
287.63,7.8519,0.44444,502.81,0,4.1481,2.5926,8.8148,14.963,19.852,0.59259,4.5185,10.889
171.1,3.7667,0.033333,212.53,0,0,0.66667,8.8333,3.2667,4.4,0.53333,1.0667,5.3667
111.62,2.3448,0.27586,73.069,0,0.13793,0.89655,4.069,5.2414,1.7931,2.069,1.6897,5.7586
267.63,3.1077,0.15385,201.35,0,0,0.73846,20,5.3538,5.0154,3.2615,3.6308,18.308
881.57,21.647,5.3333,446.43,0,0.94118,1.8824,17.255,47.059,16.627,20.078,10.667,49.569
211.05,3.4909,0.14545,149.96,0,1.2364,5.6727,4.6545,10.982,12.873,11.127,3.5636,8.8727
71.077,2.3077,0.10256,31.795,0,0,0.46154,4.2564,2.3077,3.0256,0.25641,3.2821,2.1282
77.762,5.2587,0.44755,49.566,0,0,1.2308,4.3077,5.1469,3.6923,0.83916,1.007,3.3007
90.198,3.0505,0.77757,31.821,0,0,0.59813,5.9215,4.2467,1.7944,1.3159,2.8112,1.5551
102.04,4.2182,1.2364,152.95,0,0,0.50909,18.473,5.3091,4.7273,4.8,1.1636,3.4909
840.67,20,4.6667,1114,0,2,6,34.667,25.333,40.667,42,15.333,64
716.16,19.2,0,512.64,0,0,6.4,42.24,58.24,41.6,4.48,5.12,86.4
828.51,5.8182,0,563.2,0,0,12.8,59.345,45.964,27.345,15.127,5.2364,35.491
952.98,13.268,3.122,428.49,0,0,0.78049,80.39,14.829,28.878,16.39,5.4634,93.659
526.08,23.68,0.64,329.6,0,0,6.4,61.44,16.64,32.64,16,7.04,79.36
492,52,8,372.57,0,0,13.143,60,14.857,44.571,9.7143,12,61.143
24.1,0.1,0.1,363.8,0,0,0,4.1,1.6,13.4,3.6,7.4,3.4
648.7,26.783,6.2609,633.39,0,0,2.4348,63.652,14.957,32,10.435,16,195.48
452.49,13.587,2.0741,196.23,0,0,0.93122,10.032,6.8995,18.54,10.963,6.0952,41.101
30.867,1.3313,2.0482,33.651,0,0,0.27711,5.3193,1.1867,3.8373,1,1.2651,1.4639
237.12,11.93,4.6667,100.77,0,0,0.94737,6.5263,6.7719,9.0526,12.14,8,4.5965
177.98,10.687,2.0229,94.809,0,0.15267,1.6412,8.855,2.4046,7.9389,27.176,5.6107,6.7939
595.25,44.407,4.0678,569.49,0,0,10.169,44.407,10.847,23.729,22.373,26.102,16.61
614.22,16.889,6.5185,273.48,0,0.2963,4.4444,38.222,18.667,29.63,43.259,19.556,20.444
280.11,22.14,3.7544,233.37,0,0,9.1228,15.579,13.789,8.7018,23.825,11.965,11.86
224.65,15.349,3.2558,135.63,0,0,1.5814,12.558,10.326,15.07,17.581,4.186,14.698
310.46,1.9581,1.2042,136.86,0,0,0.49215,1.1309,4.0105,9.7592,1.089,1.0681,0.67016
2813.8,4.5432,0.98765,1726.8,0,0,0.19753,0,34.173,14.025,0,31.802,0.59259
181.24,8.8571,0.57143,99.524,0,0,3.1429,8.381,2.381,2.0952,8.0952,0.57143,2.5714
334.56,8.9333,1.1556,83.933,0,0,3.0889,5.3778,2.4222,3.6222,33.822,3.9333,8.4667
416.25,9.6667,2,149.25,0,0,1.375,14.958,14.292,6.125,39.833,8.5417,1.6667
243.35,6.6047,2.1395,99.535,0,0,4.7442,10.419,4.6512,3.4419,4.8372,0.55814,1.4884
54.76,1.124,0.21488,26.893,0,0.033058,0.099174,0.52893,1.0083,1.2562,0.28099,1.157,0.31405
68.089,1.2,0.43333,28.311,0,0.044444,0.41111,1.8222,1.0222,0.97778,0.28889,0.94444,0.75556
137.09,1.8101,0.42458,39.33,0,0.17877,0.9162,1.3631,1.0056,7.6648,2.0782,3.8436,0.6257
86.903,4.6549,1.823,42.071,0,0,2.5133,2.531,5.3805,10.637,6.9027,4.0885,1.3628
209.75,15.167,0.66667,90.833,0,0.33333,3.4167,8.0833,4.0833,4.4167,2.1667,3.4167,1.75
185.87,6.5111,1.3111,67.978,0,0,0.33333,15.667,8.9778,2.6222,6.7778,1.1333,1.7778
178.67,2.8354,0.77637,88.439,0,0,1.3165,3.7468,4.6582,1.1814,8.9114,11.511,0.33755
4705.6,10.143,0.14286,1869,0,0,26.357,14.214,56.857,5.2143,10.357,3.2143,45.714
195.47,9.6457,1.6914,110.45,0,0,3.1543,4.1143,3.3371,2.9257,5.0286,13.349,2.1943
48.214,2.5714,1.619,61.214,0,0,0.047619,0.47619,4.8095,13.81,14.952,8.4048,2.3333
1996.8,15.848,36.571,3320.7,0,0,0,15.848,90.21,20.724,212.11,512,108.5
303.9,0.44444,0.40741,305.86,0,0,0,5.9506,5.2222,125.78,55.753,3.9753,126.57
1516,2.6422,24.367,1819.3,0,0,0,51.376,192.59,19.963,7.633,46.972,156.77
1624,0,60,1681.3,0,0,5.3333,28,69.333,52,16,66.667,138.67
2.1705,0,0.10853,39.752,0.031008,0,0,0.046512,0.26357,0.83721,0.49612,0.29457,0.24806
32.844,0.28125,0.15625,151.59,5.25,0,0,1.8125,6.9375,47.938,4.25,1.5313,29.219
41.563,0,27.938,726.06,0,0,0,7.0625,16.75,80.625,1.0625,0.625,15.063
2217.4,9.4118,1.8824,1532.2,0,0,0,13.176,9.4118,9.4118,45.176,60.235,3.7647
735.74,18.462,0.7033,299.16,0,0,6.7692,6.5055,11.868,6.6813,100.75,11.077,2.2857
232,2.7692,0.61538,292.62,0,0,2.7692,16.923,10.769,18.154,80.923,4.9231,2.1538
948.92,4.9231,0,820.92,0,0,12.308,44.923,18.462,21.538,17.231,0,41.231
336.15,17.077,0.92308,527.54,0,0,5.6923,19.231,16.615,8,11.692,5.0769,0.92308
326.03,1.6825,1.0159,86.476,0,0,1.3651,3.0476,1.4286,5.7778,4.6667,4.9206,3.4286
68.728,1.0988,0.22222,66.84,0,0,0.1358,6.7531,2.7654,5.4198,1.8148,3.8642,0.81481
96.488,1.6341,1.0244,66.293,0,0.19512,0.60976,1.561,2.9512,1.8537,17.756,3.3659,4.561
50.65,1.1898,0.44526,34.255,0,0,0.43796,1.4307,1.9927,5.1679,4.3212,1.5328,1.8102
106.54,3.9783,1.2609,58.87,0,0,0.86957,2.3913,2.8043,5.4565,4.2174,2.6522,2.8043
388.99,29.05,7.7163,188.82,0,0.9078,2.7234,13.844,11.348,8.8511,10.667,1.8156,11.801
1654.9,73.575,6.0472,890.96,0,0,6.0472,84.661,38.299,86.677,142.11,43.339,17.134
2551.5,168.96,29.013,2594.1,0,0,6.8267,245.76,102.4,182.61,506.88,59.733,90.453
870.05,21.449,6.227,477.41,0,0,7.6108,71.265,29.405,19.719,69.881,4.4973,30.789
3105.6,67.148,25.18,4482.1,0,0,0,256,373.51,71.344,310.56,83.934,474.23
346.3,66.192,14.904,280.55,0,0.87671,6.137,36.384,27.178,8.7671,36.822,21.918,12.274
52.629,1.9119,0.10063,68.025,0,0.20126,0.50314,3.8239,3.0189,3.3208,6.239,1.7107,0.7044
2393.8,38.667,22.667,308.44,0,0,0.44444,92,22.222,107.11,17.778,152.89,0
409.21,43.313,8.404,300.61,0,0,0.64646,21.98,107.96,9.0505,320,68.525,33.616
518.23,7.6108,2.7676,224.86,0,0,2.0757,42.897,4.1514,17.297,19.373,25.6,8.3027
882.76,47.921,18.916,370.76,0,2.5222,1.2611,73.143,36.571,41.616,129.89,34.049,7.5665
185.18,14.201,4.4497,91.882,0,0,0.42604,8.6154,2.9822,6.2012,6.0118,2.5562,3.8343
2081.4,69.565,30.609,1280,0,0,2.7826,111.3,36.174,52.87,91.826,13.913,89.043
362.23,13.714,18.857,247.48,0,0,0.83117,10.026,7.6364,16,86.026,6.5455,219.38
280.2,15.6,0.8,268.8,0,0,0.8,13.6,5.2,10,25.6,12,43.6
49.668,1.7297,0.74131,71.846,0,0.74131,2.2239,4.4479,3.1506,4.7568,0.67954,1.9768,5.0656
202.31,5.0938,1.4375,68.406,0,0,2.8438,7,2.5,6.375,14.469,1.5625,3.6563
447.41,2.3704,3.4074,313.19,0,0,0.14815,38.889,6.0741,29.926,13.407,1.2593,6.2963
129.72,2.5772,0.42953,225.29,0,0,1.2886,1.5034,6.6577,22.336,5.5839,3.651,7.7315
280.19,4.381,0.28571,469.9,0,0,32.095,8.1905,19.714,29.238,17.524,1.7143,29.714
1818.4,88.471,18.824,1033.4,0,15.059,11.294,276.71,128,112.94,71.529,88.471,16.941
3466.9,62.638,0,1161.5,0,0,0,175.66,107.57,76.255,32.681,134.81,132.09
321.82,12.354,1.4177,119.9,0,0.20253,0.40506,24.911,8.7089,9.7215,9.7215,4.8608,13.772
1632,32,2.3704,343.7,0,0,4.1481,24.889,20.741,29.037,0.59259,155.85,10.667
1726.5,31.158,21.053,654.32,0,6.7368,29.263,125.26,51.368,76.211,176.21,47.158,80.842
670.12,30.536,8.366,1013.1,0,3.7647,2.9281,92.444,75.712,21.333,82.824,46.013,25.098
241.75,7.5636,5.2364,218.96,0,4.1697,1.2606,24.824,6.1091,10.182,24.727,20.945,19.685
420.94,4.6829,6.7642,224,0,2.3415,1.0407,20.553,3.6423,15.87,10.667,31.48,15.089
419.81,18.286,7.873,344.13,0,0,8.6349,56.889,18.032,20.063,19.81,9.9048,20.825
75.52,8.64,0.4,58.32,0,0,1.12,1.98,1.64,1.4,1.1,3.7,4.52
41.118,5.6344,0.21505,39.183,0,0,4.6882,3.2688,3.0538,4.129,8.129,4.172,8.2581
131.02,8.4211,2.3158,70.105,0,0,5.3333,23.018,6.1754,7.5088,4.3509,2.807,33.123
120.12,12.554,0.49231,67.692,0,0,2.9538,23.138,5.9077,2.4615,5.9077,0.98462,3.9385
555.64,12.052,1.6623,157.51,0,0,3.7403,14.13,7.8961,11.221,7.8961,0.83117,22.026
489.14,22.026,7.0649,178.7,0,0,9.5584,38.649,13.714,19.948,24.935,5.4026,15.792
1352.4,0,23.286,313.43,0,0,0,9.8571,6.7143,49.714,0.14286,195.14,4.5714
721.78,0,8.4444,200,0,0,0.44444,2.6667,8.8889,31.556,0.44444,84.444,3.5556
81.095,0.46316,1.8526,76.547,0.084211,0,10.105,28.589,8.7158,3.6632,3.2842,2.4,9.2632
10432,98.526,0,1797.5,0,0,13.474,34.105,41.263,87.579,128,60.632,107.79
5709.7,117.94,26.514,2387.2,14.629,0,64,99.657,96,58.514,15.543,200.23,21.943
686.9,82.207,94.897,605.79,1.1034,0,8.2759,42.483,22.621,14.897,9.931,68.414,51.31
831.09,46.629,36.571,951.77,0,0,2.7429,26.057,42.514,10.057,3.6571,12.343,71.314
541.91,17.739,0.69565,306.78,0,0,0,0.34783,76.522,5.2174,2.4348,0.34783,3.4783
2037.5,37.053,0,721.68,0,0,0,0.42105,155.79,1.6842,6.7368,0,136.84
68.69,1.7241,0.068966,30.483,0,0,0,0.068966,1.7931,0.27586,0,0,10.552
155.66,19.657,0.28571,320.91,0,0,0.34286,0,5.2571,80.229,1.1429,0,18.971
366.3,22.522,1.087,287.61,0,0,0.86957,0,17.913,84.478,4.7826,0,3.1739
1556.7,116.67,13.818,1141.5,0,0,0.090909,17.455,4.0909,77.758,19.394,0,15.515
1253.1,11.52,4.8,597.44,0,0,0.32,11.84,61.76,11.84,96.96,0,45.12
1054.4,13.241,39.632,489.47,0,3.6782,0.36782,261.7,60.69,17.655,0.091954,5.1494,251.77
1624.8,3.6226,3.6226,659.32,0,1.2075,1.2075,3.6226,9.6604,54.34,0,1.2075,587.47
910,2.25,11.5,738.5,0,0,0.75,27,68,142,2,4.25,1072.8
1413.1,11.789,9.2632,742.74,0,0,1.6842,48.842,34.526,44.632,0,5.0526,1141.9
492.35,2.4348,0.69565,206.96,0,0,2.087,33.565,28.174,17.913,9.5652,27.826,40.348
3572.2,9.9048,31.238,1262.1,0,0,0,24.762,11.81,51.81,0,33.524,1164.6
1118.8,2.3704,7.1111,982.52,0,0,4.7407,24.889,8.2963,39.111,0,13.037,132.74
2837.3,6.4,19.2,2210.1,0,0,4.2667,40.533,119.47,61.867,0,10.667,409.6
2297.4,8.4,0,1098,0,0,36.8,3.2,91,234.2,0,45.8,1090.6
647.83,124.33,0,3713.2,0,0,5.1667,188.67,65.5,256.5,0,0,64.167
1116,10.5,0,576.67,0,0,1.8333,2.6667,19,3,0,1.3333,37.833
1322.6,1.7021,0,2260.3,0,0,4.3404,264.34,197.53,266.13,0,30.043,216.26
1469.7,3.8095,0.7619,1375.2,0,0,2.2857,10.667,183.62,67.048,0,6.0952,125.71
1614.3,4.4138,2.7586,607.45,0,0,0.55172,38.621,43.586,49.103,0,3.3103,377.38
1911.4,10.593,0,1673,0,0,0.22069,3.7517,55.393,21.407,0,71.062,792.28
4711.3,13.091,4.3636,1770.2,0,0,0,18.909,36.364,5.8182,0,17.455,24.727
3161.3,9.3333,4,1300,0,0,1.3333,18.667,92,98.667,0,0,137.33
2696,5,0.25,2770,0,0,1,88.75,193.75,68.75,0,16.5,2148
176.96,5.4701,0.2735,769.91,0,0,0,2.188,9.0256,3.8291,0,0.82051,12.581
1972.6,1.5238,2.2857,696.76,0,0,6.4762,0.38095,10.286,19.429,0,0,0
1623.5,2.9565,6.087,518.78,0,0,1.0435,0,16.174,6.087,0,0,11.304
7330.7,34.667,0,12387,42.667,0,0,128,216,232,0,0,2882.7
1065.3,79.484,0,4938.3,8.2581,0,0,33.032,48.516,51.613,0,0,154.84
458.88,10.88,0,1345.9,0,0,0.96,3.84,46.72,33.6,0,0,62.72
450.56,5.6,1.28,2448,0,0,0.64,0.16,39.04,11.84,0,0,36
991.64,24.182,0,3515.3,0,0,0,29.091,99.091,15.091,0,0,84.545
347.2,9.12,0.32,280.64,0,0,0.8,2.4,10.24,10.24,0,0.64,9.92
43.77,0.39344,0,54.328,0,0,0.4918,0.39344,1.3115,0.42623,0.032787,0.065574,1.4754
103.1,0.7,0,75.6,0,0,2.05,0.3,3.45,1.2,0,0.1,10.3
133.79,1.1586,0,44.414,0,0,0.55172,0.22069,2.069,0.68966,0,0.46897,0.44138
4343.6,31.238,0,6586.7,0,24.381,20.571,313.14,180.57,317.71,0,48.762,365.71
1761,15,0.5,2083.5,0,20,36.5,70.5,72.5,243.5,0,8.5,80.5
2619.5,15.902,0,1483.4,0,0.58896,0.9816,12.761,101.69,492.96,6.2822,126.04,50.258
3921.7,29.667,0,4081.7,0,266.67,397.67,32.333,355.33,972.33,74.667,107,309.67
1891.2,27.52,0,1832,0,545.92,92.8,26.88,203.52,680,5.12,97.28,97.6
2892,28.571,0.28571,12516,0,9.1429,274,230.86,964,3228,9.1429,429.71,379.43
891.88,2.2353,0.47059,223.76,0,0,17.176,8.7059,5.7647,70.588,0.94118,67.059,17.059
1488.3,0.25532,0.085106,679.36,0,0,1.4043,73.064,59.021,34.851,0,65.66,135.19
1178.1,7.8049,0,821.76,0,0,0.29268,93.171,34.732,78.829,0,69.171,64.585
466.35,0,0.11594,230.81,0,0,0.028986,3.7681,3.913,0.92754,0,0.52174,58.957
188.59,1.8049,0.63415,258.34,0,0,0.14634,14.488,13.951,2.2927,0,40.829,8.4878
